longitude latitude
-5.991742, 37.386099
-5.991812, 37.386164
-5.991830, 37.386182
-5.991949, 37.386303
-5.992421, 37.386344
-5.992490, 37.386378
-5.992539, 37.386773
-5.992463, 37.386844
-5.992448, 37.387179
-5.992462, 37.387450
-5.992649, 37.387779
-5.992763, 37.388006
-5.992765, 37.388090
-5.992773, 37.388429
-5.992741, 37.388589
-5.992641, 37.388772
-5.992601, 37.388906
-5.992569, 37.389179
-5.992561, 37.389402
-5.992338, 37.389745
-5.991816, 37.389793
-5.991735, 37.389799
-5.991306, 37.389818
-5.991277, 37.389927
-5.991209, 37.390119
-5.991174, 37.390245
-5.991157, 37.390382
-5.991174, 37.390525
-5.991138, 37.390705
-5.991103, 37.390760
-5.991047, 37.390998
-5.991095, 37.391055
-5.991114, 37.391138
-5.991114, 37.391275
-5.990975, 37.391623
-5.991035, 37.391681
-5.991110, 37.391698
-5.991069, 37.391887
-5.991010, 37.392136
-5.990968, 37.392209
-5.990663, 37.392268
-5.990569, 37.392354
-5.990486, 37.392563
-5.990386, 37.392540
-5.990049, 37.392451
-5.989881, 37.392449
-5.989818, 37.392456
-5.989546, 37.393512
-5.989225, 37.394163
-5.988999, 37.394526
-5.988819, 37.394636
-5.988472, 37.394849
-5.988431, 37.394849
-5.988367, 37.394849
-5.987945, 37.394849
-5.987586, 37.394813
-5.987155, 37.394801
-5.986904, 37.394837
-5.986577, 37.394859
-5.986497, 37.394914
-5.986386, 37.394989
-5.986065, 37.395180
-5.985988, 37.395219
-5.985942, 37.395241
-5.985476, 37.395539
-5.985308, 37.395685
-5.985211, 37.395799
-5.984926, 37.396135
-5.984590, 37.396617
-5.984338, 37.396946
-5.984116, 37.397244
-5.983917, 37.397488
-5.983810, 37.397664
-5.984169, 37.397794
-5.983826, 37.398451
-5.983864, 37.398810
-5.983439, 37.399469
-5.983088, 37.399321
-5.983025, 37.399422
-5.982970, 37.399508
-5.982922, 37.399489
-5.982859, 37.399502
-5.982012, 37.401367
-5.981608, 37.402211
-5.981447, 37.402586
-5.981156, 37.403166
-5.981121, 37.403241
-5.981079, 37.403243
-5.980976, 37.403453
-5.980956, 37.403493
-5.980905, 37.403599
-5.980870, 37.403669
-5.980727, 37.403963
-5.980531, 37.404362
-5.980350, 37.404731
-5.980180, 37.405089
-5.979835, 37.405729
-5.979759, 37.405871
-5.979721, 37.405860
-5.979218, 37.406757
